date,time,information.text,information.href,information.date
25 03 11,10:56:00,О ставке рефинансирования и процентных ставках по операциям Банка России и резервных требованиях Банка России,https://www.cbr.ru/press/PR/?file=110325_105635refin-1.htm,"Департамент внешних и общественных связей Банка России сообщает, что Совет директоров Банка России 25 марта 2011 года принял решение оставить без изменения ставку рефинансирования и процентные ставки по операциям Банка России и увеличить, начиная с 1 апреля 2011 года, нормативы обязательных резервов: — по обязательствам кредитных организаций перед юридическими лицами-нерезидентами в валюте Российской Федерации и в иностранной валюте — с 4,5 до 5,5%; — по обязательствам перед физическими лицами и иным обязательствам кредитных организаций в валюте Российской Федерации и в иностранной валюте — с 3,5 до 4,0%. Указанное решение принято в связи с сохранением высоких инфляционных ожиданий и рисков для устойчивости экономического роста, а также с учетом нестабильной ситуации на глобальных финансовых и товарных рынках, развитие которой может оказать на российскую экономику неоднозначное воздействие. В марте 2011 года продолжилось начавшееся в феврале снижение темпов роста потребительских цен, однако инфляционное давление остается значительным: на 21 марта 2011 года прирост индекса потребительских цен в годовом выражении составил 9,4% годовых (9,5% в феврале). При этом замедление роста цен в феврале наблюдалось по всем компонентам потребительской корзины, включая как непродовольственные товары и услуги, так и продукты питания, что может указывать на постепенное исчерпание эффекта шока внутренних цен на сельскохозяйственное сырье, поддержанного в последние месяцы высокими темпами роста мировых цен на продовольствие, а также на позитивную роль укрепления рубля в сдерживании инфляции. В марте сохранилась тенденция постепенного замедления темпов роста денежной массы, что с определенным лагом будет способствовать ограничению инфляционных рисков, обусловленных действием монетарных факторов. Динамика основных макроэкономических показателей в феврале оставалась разнонаправленной. Объем промышленного производства не увеличился по сравнению с январем, но темп его прироста в годовом выражении остался относительно стабильным. Возрос оборот розничной торговли в годовом выражении. При этом инвестиции в основной капитал в феврале снизились в годовом выражении второй месяц подряд. Дальнейшие шаги по изменению параметров денежно-кредитной политики Банка России будут определяться соотношением рисков сохранения высокого инфляционного давления и замедления экономического роста. Следующее заседание Совета директоров Банка России, на котором будут рассмотрены вопросы процентной политики, предполагается провести в апреле 2011 года."
29 04 11,12:53:00,О ставке рефинансирования и процентных ставках по отдельным операциям Банка России,https://www.cbr.ru/press/PR/?file=110429_125302refi_rate_tab.htm,"Департамент внешних и общественных связей Банка России сообщает, что Совет директоров Банка России 29 апреля 2011 года принял решение повысить с 3 мая 2011 года ставку рефинансирования и процентные ставки по отдельным операциям Банка России на 0,25 процентного пункта (таблица «Процентные ставки по операциям Банка России»).Указанное решение принято в связи с сохранением высокого уровня инфляционных ожиданий, превышающих ориентиры по инфляции на текущий год, а также принимая во внимание неоднозначное воздействие, которое может оказать на российскую экономику развитие ситуации на глобальных финансовых и товарных рынках. При этом учитывалось, что в условиях устойчивого профицита ликвидности в банковском секторе ключевое влияние на формирование ставок денежного рынка продолжат оказывать ставки по депозитным операциям Банка России. Кроме того, сужение интервала процентных ставок Банка России по операциям предоставления и абсорбирования ликвидности будет способствовать повышению действенности процентной политики.В апреле текущего года инфляционное давление остается значительным: на 25 апреля 2011 года темп инфляции в годовом выражении составил 9,6% (9,5% в феврале-марте). При этом продолжилось замедление роста потребительских цен в месячном выражении, в первую очередь цен на ряд продовольственных товаров, что свидетельствует о постепенном исчерпании эффекта шока внутренних цен на сельскохозяйственное сырье, поддержанного высокими темпами роста мировых цен на продовольствие. Вместе с тем, сохраняется значимая роль монетарных факторов в поддержании инфляционного давления.В марте сохранялись разнонаправленные тенденции в динамике основных макроэкономических показателей. Объем промышленного производства вырос по отношению к февралю, но темп его годового прироста немного снизился. Продолжилось сокращение уровня безработицы. Динамика инвестиций в основной капитал осталась слабой. Вместе с тем наблюдавшаяся в последние месяцы опережающая динамика оборота розничной торговли по отношению к доходам населения при увеличении активности кредитования физических лиц и замедлении роста вкладов населения указывает на вероятное снижение склонности населения к сбережению, что может стать фактором повышения инфляционных рисков.Дальнейшие шаги по изменению параметров денежно-кредитной политики Банка России будут определяться соотношением рисков сохранения высокого инфляционного давления и замедления экономического роста, а также с учетом динамики внешнеэкономической ситуации.Следующее заседание Совета директоров Банка России, на котором будут рассмотрены вопросы денежно-кредитной политики, предполагается провести в мае 2011 года."
30 05 11,11:28:00,О ставке рефинансирования и процентных ставках по отдельным операциям Банка России,https://www.cbr.ru/press/PR/?file=110530_112855refi_rate_tab.htm,"Департамент внешних и общественных связей Банка России сообщает, что Совет директоров Банка России 30 мая 2011 года принял решение оставить без изменения уровень ставки рефинансирования и процентных ставок по операциям предоставления ликвидности Банка России и повысить с 31 мая 2011 года процентные ставки по депозитным операциям на 0,25 процентного пункта (таблица «Процентные ставки по операциям Банка России»).Указанное решение принято с учетом сохранения высокого уровня инфляционных ожиданий и рисков для устойчивости экономического роста. При этом учитывалось, что в условиях некоторого профицита ликвидности в банковском секторе ключевое влияние на формирование ставок денежного рынка продолжат оказывать ставки по депозитным операциям Банка России. Кроме того, сужение коридора процентных ставок по операциям Банка России будет способствовать снижению волатильности ставок денежного рынка и повышению действенности процентной политики. По состоянию на 23 мая инфляция в годовом выражении составила 9,7% (9,6% в апреле). Увеличение годового темпа инфляции обусловлено превышением темпов роста цен в апреле-мае над более низкими значениями, наблюдавшимися в первой половине прошлого года на фоне послекризисного восстановления экономики. В то же время темпы роста потребительских цен за месяц остаются сравнительно невысокими. Наблюдаемое ускорение роста цен на бензин носит немонетарный характер, а замедление роста цен на ряд продовольственных товаров свидетельствует о постепенном исчерпании эффекта шока внутренних цен на сельскохозяйственное сырье. В мае продолжилось замедление годовых темпов роста денежной массы, что с определенным лагом будет способствовать снижению инфляции, обусловленной действием монетарных факторов.Динамика основных макроэкономических индикаторов в апреле свидетельствует о сохранении значимых рисков для устойчивости роста экономики. Уровень безработицы, в том числе оцененный с учетом сезонных факторов, увеличился. Объем промышленного производства вырос по отношению к марту, но темп его годового прироста вновь снизился. Годовые темпы роста инвестиций впервые с начала года стали положительными, но остаются крайне низкими. Вместе с тем превышение в последние месяцы темпов роста розничных продаж над темпами роста доходов населения при увеличении активности кредитования физических лиц и продолжающемся замедлении роста депозитов указывает на вероятное снижение склонности населения к сбережению, что может стать фактором как повышения экономической активности, так и роста инфляционных рисков.Достигнутый данным решением уровень процентных ставок, с учетом эффекта реализованных в последние месяцы мер денежно-кредитной политики, рассматривается Банком России как обеспечивающий на ближайшие месяцы приемлемый баланс между рисками сохранения инфляционного давления и замедления экономического роста. Следующее заседание Совета директоров Банка России, на котором будут рассмотрены вопросы денежно-кредитной политики, предполагается провести в июне 2011 года."
30 06 11,17:59:00,О ставке рефинансирования и процентных ставках по операциям Банка России,https://www.cbr.ru/press/PR/?file=110630_175933refi_rate.htm,"Департамент внешних и общественных связей Банка России сообщает, что Совет директоров Банка России 30 июня 2011 года принял решение оставить без изменения уровень ставки рефинансирования и процентных ставок по операциям Банка России. Указанное решение принято на основе оценки инфляционных рисков и рисков для устойчивости экономического роста, в том числе обусловленных сохранением неопределенности развития внешнеэкономической ситуации. По состоянию на 27 июня инфляция в годовом выражении составила 9,4% (9,6% в мае). Темпы роста потребительских цен в июне снизились по сравнению с предыдущим месяцем, чему в первую очередь способствовало замедление роста и снижение цен на отдельные группы продовольственных товаров. В июне продолжилось увеличение активности кредитования физических лиц при замедлении роста объема депозитов, что указывает на возможное снижение склонности населения к сбережению, которое может стать фактором как повышения экономической активности, так и роста инфляционных рисков. Вместе с тем, сформировавшееся замедление годовых темпов роста денежной массы создает условия для снижения инфляции, обусловленной действием монетарных факторов. В динамике макроэкономических индикаторов в мае сохранились тенденции предыдущих месяцев, свидетельствующие о наличии рисков для устойчивости экономического роста. Происходило дальнейшее замедление годовых темпов прироста промышленного производства, уменьшение реальных располагаемых доходов населения. Уровень безработицы в мае заметно снизился, но в большой мере это объясняется сезонными факторами. В то же время, устойчиво увеличивался оборот розничной торговли. Годовые темпы роста инвестиций продолжили восстановление после существенного спада в начале текущего года, однако говорить об устойчивости указанной тенденции пока преждевременно. С учетом текущих внутренних и внешних макроэкономических тенденций и эффекта реализованных в последние месяцы мер денежно-кредитной политики достигнутый уровень процентных ставок рассматривается Банком России как приемлемый для обеспечения на ближайшие месяцы баланса между рисками сохранения инфляционного давления и замедления экономического роста. Следующее заседание Совета директоров Банка России, на котором будут рассмотрены вопросы денежно-кредитной политики, предполагается провести в начале августа 2011 года."
04 08 11,11:14:00,О ставке рефинансирования и процентных ставках по операциям Банка России,https://www.cbr.ru/press/PR/?file=110804_111449refi_rate.htm,"Департамент внешних и общественных связей Банка России сообщает, что Совет директоров Банка России 4 августа 2011 года принял решение оставить без изменения уровень ставки рефинансирования и процентных ставок по операциям Банка России (таблица «Процентные ставки по операциям Банка России»)."
14 09 11,11:34:00,О ставке рефинансирования и процентных ставках по операциям Банка России,https://www.cbr.ru/press/PR/?file=110914_113417refi_rate.htm,"Департамент внешних и общественных связей Банка России сообщает, что Совет директоров Банка России 14 сентября 2011 года принял решение оставить без изменения уровень ставки рефинансирования; повысить с 15 сентября 2011 года на 0,25 процентного пункта процентные ставки по депозитным операциям Банка России на фиксированных условиях и снизить на 0,25 процентного пункта процентные ставки по отдельным операциям предоставления ликвидности (таблица «Процентные ставки по операциям Банка России»)."
28 10 11,11:48:00,О ставке рефинансирования и процентных ставках по операциям Банка России,https://www.cbr.ru/press/PR/?file=111028_114845refi_rate_tab.htm,"Департамент внешних и общественных связей Банка России сообщает, что Совет директоров Банка России 28 октября 2011 года принял решение оставить без изменения уровень ставки рефинансирования и процентных ставок по операциям Банка России (таблица «Процентные ставки по операциям Банка России»).Указанное решение принято на основе оценки инфляционных рисков и рисков для устойчивости экономического роста, в том числе обусловленных сохранением неопределенности развития внешнеэкономической ситуации.В период, прошедший с момента последнего заседания Совета директоров Банка России по вопросам денежно-кредитной политики, годовые темпы инфляции продолжали снижаться и по состоянию на 24 октября составили 6,9% (7,2% в сентябре, 8,2% в августе). Существенный вклад в замедление инфляции по-прежнему вносила динамика цен на отдельные группы продовольственных товаров, однако наблюдались признаки постепенного исчерпания данного эффекта. Снижение цен в сентябре также наблюдалось в сфере услуг. Вместе с тем годовые темпы инфляции по непродовольственным товарам на протяжении ряда месяцев не снижаются, оставаясь на относительно высоком уровне. Банк России продолжит мониторинг воздействия различных факторов на инфляционные процессы, в том числе возможного влияния на уровень цен ослабления рубля, наблюдавшегося в последние месяцы.Динамика основных макроэкономических переменных в сентябре носила разнонаправленный характер. Индекс промышленного производства к соответствующему периоду предыдущего года в сентябре существенно снизился по сравнению с августом. В то же время после замедления в предыдущем месяце вновь наблюдалось повышение годовых темпов роста объема инвестиций в основной капитал. Сохранение относительно низкого уровня безработицы, увеличение темпов роста реальных доходов населения, а также продолжающееся повышение активности кредитования населения способствовали устойчивости роста потребительского спроса, что нашло отражение в продолжающемся ускорении роста оборота розничной торговли. Наблюдаемая динамика показателей внутреннего спроса может стать как фактором увеличения деловой активности, так и источником инфляционного давления.Ситуация на межбанковском рынке в последние месяцы характеризуется повышением спроса банковского сектора на инструменты рефинансирования. Увеличение Банком России объемов предоставляемой ликвидности будет способствовать ограничению роста рыночных ставок.С учетом текущих внутренних и внешних макроэкономических тенденций складывающийся уровень процентных ставок денежного рынка рассматривается Банком России как приемлемый для обеспечения на ближайшее время баланса между инфляционными рисками и рисками замедления экономического роста.Банк России принял также решение об увеличении до 180 дней срока предоставления кредитов, обеспеченных золотом, и установлении с 1 ноября 2011 года процентной ставки по указанным кредитам на срок от 91 до 180 дней в размере 7,25% годовых. Следующее заседание Совета директоров Банка России, на котором будут рассмотрены вопросы денежно-кредитной политики, предполагается провести в последней декаде ноября 2011 года.Процентные ставки по операциям Банка России"
25 11 11,10:55:00,О ставке рефинансирования и процентных ставках по операциям Банка России,https://www.cbr.ru/press/PR/?file=111125_105526refi_rate_tab.htm,"Департамент внешних и общественных связей Банка России сообщает, что Совет директоров Банка России 25 ноября 2011 года принял решение оставить без изменения уровень ставки рефинансирования и процентных ставок по операциям Банка России (таблица «Процентные ставки по операциям Банка России»).Указанное решение принято на основе оценки инфляционных рисков и рисков для устойчивости экономического роста, в том числе обусловленных сохранением неопределенности развития внешнеэкономической ситуации.Дезинфляционный эффект от снижения цен на продовольствие практически исчерпал себя к концу октября, что стало основным фактором замедления скорости снижения инфляции в октябре-ноябре. По оценке, на 21 ноября годовой темп прироста потребительских цен составил 7,0% (7,2% в октябре и сентябре). Наблюдаемое в октябре некоторое укрепление рубля обусловливает снижение инфляционных рисков, вызванных ослаблением рубля в августе-сентябре. Ужесточение денежно-кредитных условий вследствие перехода банковского сектора к дефициту ликвидности, который, как ожидается, сохранится в среднесрочной перспективе, также будет способствовать сдерживанию инфляционного давления в будущем.Годовой темп роста объёма промышленного производства в октябре вновь снизился, и сохранение индикаторов настроений экономических агентов на низких уровнях указывает на умеренные оценки перспектив экономического роста. Уровень безработицы в октябре несколько увеличился, а темпы роста реальных доходов снизились. В то же время указанные показатели сохранились в диапазонах, не препятствующих росту потребительского спроса, о чём свидетельствуют по-прежнему высокие темпы роста оборота розничной торговли. Наблюдаемая устойчивость показателей потребления на фоне умеренных показателей сферы производства может стать как фактором увеличения деловой активности, так и источником инфляционного давления.С учетом текущих внутренних и внешних макроэкономических тенденций складывающийся уровень процентных ставок денежного рынка рассматривается Банком России как приемлемый для обеспечения баланса между инфляционными рисками и рисками замедления экономического роста. Рост ставок денежного рынка, обусловленный переходом к дефициту ликвидности банковского сектора и нестабильностью на мировых финансовых рынках, оказывает повышательное давление на другие процентные ставки в экономике. В этой связи Банк России продолжит мониторинг состояния денежного рынка и развития внешнеэкономической ситуации, а также оценку рисков роста рыночных процентных ставок и его последствий.Следующее заседание Совета директоров Банка России, на котором будут рассмотрены вопросы денежно-кредитной политики, предполагается провести в последней декаде декабря 2011 года. Процентные ставки по операциям Банка России(% годовых) Назначение Вид инструмента Инструмент Срок с 15.09.11 Предоставление ликвидности Операции постоянного действия (по фиксированным процентным ставкам) Кредиты «овернайт» 1 день 8,25 Сделки «валютный своп» (рублевая часть) 1 день 8,25 Ломбардные кредиты, прямое РЕПО 1, 7 дней1"
23 12 11,11:44:00,О снижении ставки рефинансирования и изменении процентных ставок по операциям Банка России,https://www.cbr.ru/press/PR/?file=111223_114407refi_rate_tab.htm,"Департамент внешних и общественных связей Банка России сообщает, что Совет директоров Банка России 23 декабря 2011 года принял решение снизить с 26 декабря 2011 года на 0,25 процентного пункта ставку рефинансирования, а также процентные ставки по отдельным операциям предоставления ликвидности на фиксированных условиях и повысить на 0,25 процентного пункта процентные ставки по депозитным операциям на фиксированных условиях (таблица «Процентные ставки по операциям Банка России»).Указанное решение принято с учетом оценки инфляционных рисков и рисков для устойчивости экономического роста, в том числе обусловленных сохранением неопределенности развития внешнеэкономической ситуации. Реализуемое настоящим решением сближение процентных ставок по отдельным операциям предоставления и абсорбирования ликвидности Банка России является нейтральным с точки зрения направленности проводимой денежно-кредитной политики. Оно должно способствовать ограничению волатильности ставок денежного рынка и усилению действенности процентного канала трансмиссионного механизма денежно-кредитной политики с точки зрения достижения конечной цели по инфляции. Годовые темпы роста потребительских цен за прошедший месяц сохранили тенденцию к снижению и, по оценке, на 19 декабря составили 6,4% (6,8% в ноябре). Ввиду запланированного переноса повышения регулируемых цен и тарифов на середину 2012 года, Банк России ожидает значительного снижения годового темпа инфляции в начале следующего года, однако при принятии решений в области денежно-кредитной политики будет учитывать временный характер данного эффекта и ориентироваться на среднесрочные прогнозы по инфляции. При этом произошедшее с сентября текущего года ужесточение денежно-кредитных условий вследствие перехода к дефициту ликвидности банковского сектора будет способствовать достижению цели по инфляции по итогам следующего года.Динамика основных макроэкономических индикаторов в ноябре указывает на сохранение устойчивости показателей потребления на фоне умеренного роста показателей сферы производства. Темпы роста промышленного производства сохранились на невысоком уровне, а рост инвестиций в основной капитал несколько замедлился. В то же время наблюдалось снижение уровня безработицы, а темпы роста реальной заработной платы и оборота розничной торговли остались высокими. С учетом текущих внутренних и внешних макроэкономических тенденций складывающийся внутри процентного коридора уровень ставок денежного рынка рассматривается Банком России как приемлемый для обеспечения баланса между инфляционными рисками и рисками замедления экономического роста. Банк России продолжит мониторинг состояния денежного рынка и развития внешнеэкономической ситуации, а также оценку рисков и последствий роста рыночных ставок.Следующее заседание Совета директоров Банка России, на котором будут рассмотрены вопросы денежно-кредитной политики, предполагается провести в первой декаде февраля 2012 года.Процентные ставки по операциям Банка России"
03 02 12,10:50:00,О ставке рефинансирования и процентных ставках по операциям Банка России,https://www.cbr.ru/press/PR/?file=120203_105025refi_rate_ ta.htm,"Департамент внешних и общественных связей Банка России сообщает, что Совет директоров Банка России 3 февраля 2012 года принял решение оставить без изменения уровень ставки рефинансирования и процентных ставок по операциям Банка России (таблица «Процентные ставки по операциям Банка России»)."
13 03 12,11:02:00,О ставке рефинансирования и процентных ставках по операциям Банка России,https://www.cbr.ru/press/PR/?file=120313_110240refi_rate_ ta.htm,"Департамент внешних и общественных связей Банка России сообщает, что Совет директоров Банка России 13 марта 2012 года принял решение оставить без изменения уровень ставки рефинансирования и процентных ставок по операциям Банка России (таблица «Процентные ставки по операциям Банка России»)."
09 04 12,10:58:00,О ставке рефинансирования и процентных ставках по операциям Банка России,https://www.cbr.ru/press/PR/?file=120409_105807refi_rate_ ta.htm,"Департамент внешних и общественных связей Банка России сообщает, что Совет директоров Банка России 9 апреля 2012 года принял решение оставить без изменения уровень ставки рефинансирования и процентных ставок по операциям Банка России (таблица «Процентные ставки по операциям Банка России»).Указанное решение принято на основе оценки инфляционных рисков и перспектив экономического роста. По итогам марта годовые темпы инфляции сохранились на низком уровне — 3,7%, базовая инфляция замедлилась до 5,5%. Указанные тенденции, как ожидается, будут носить краткосрочный характер. Среднесрочные инфляционные риски усиливаются неопределённостью масштаба влияния на потребительские цены запланированного на июль повышения большинства регулируемых цен и тарифов.Динамика ряда макроэкономических индикаторов в феврале указывает на некоторое улучшение экономической ситуации. Ускорился рост промышленного производства, сохранился высокий годовой темп роста инвестиций в основной капитал. Динамика реальной заработной платы и кредитования населения, а также низкий уровень безработицы создают благоприятные условия для сохранения устойчивости потребительского спроса. Совет директоров Банка России также принял решение об установлении с 10 апреля 2012 года максимальной ставки по депозитным аукционам на срок 1 неделя в размере 4,75% годовых. Осуществлённое данным решением дополнение системы инструментов Банка России краткосрочным рыночным инструментом изъятия ликвидности будет способствовать снижению волатильности процентных ставок денежного рынка и повышению действенности процентной политики. С учётом текущих внутренних и внешних макроэкономических тенденций складывающийся внутри процентного коридора уровень ставок денежного рынка рассматривается как приемлемый на ближайшие месяцы. Банк России продолжит мониторинг инфляционных рисков и при принятии решений в области денежно-кредитной политики будет ориентироваться на среднесрочные прогнозы по инфляции и динамику инфляционных ожиданий.Следующее заседание Совета директоров Банка России, на котором будут рассмотрены вопросы денежно-кредитной политики, предполагается провести в первой половине мая 2012 года.Процентные ставки по операциям Банка России"
